                Year                 Doy        Cinput(gC/s)      Foliage(gC/m2)        Woody(gC/m2)   Met_litter(gC/m2)   Str_litter(gC/m2)    Fast_soil(gC/m2)    Slow_soil(gC/m2)    Pass_soil(gC/m2)          I(gC/m2/s)  Residence time(yr)     Capacity(gC/m2)    Potential(gC/m2)
                5071                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                5072                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5073                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5074                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5075                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5076                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5077                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5078                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5079                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5080                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5081                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                5082                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5083                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5084                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5085                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5086                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5087                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5088                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5089                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5090                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5091                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                5092                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5093                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5094                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5095                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5096                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5097                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5098                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5099                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5100                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5101                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
                5102                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5103                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5104                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5105                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5106                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5107                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5108                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5109                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5110                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.971867590E-10
                5111                 365     0.224500000E-04     0.495940909E+03     0.106571566E+05     0.289610271E+02     0.155969784E+04     0.107674475E+03     0.706804144E+04     0.733560681E+04     0.707983200E+03     0.384939629E+02     0.272530791E+05     0.972535738E-10
